what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1587645084338
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1587645084338
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1587645084339
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1587645084339
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1587645084340
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1587645084340
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1587645084341
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1587645084341
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1587645084341
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1587645084342
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1587645084343
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1587645084343
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1587645084343
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1587645084344
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1587645084344
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1587645084345
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1587645084345
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1587645084346
os,sysinfo,,,"win32",1587645084348
arch,sysinfo,,,"x86_64",1587645084348
ws,sysinfo,,,"win32",1587645084348
locale,sysinfo,,,"en_US",1587645084348
processors,sysinfo,,,"8",1587645084348
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1587645084348
java.runtime.version,sysinfo,,,"1.8.0_144-b01",1587645084348
java.specification.name,sysinfo,,,"Java Platform API Specification",1587645084348
java.specification.vendor,sysinfo,,,"Oracle Corporation",1587645084348
java.specification.version,sysinfo,,,"1.8",1587645084348
java.vendor,sysinfo,,,"Oracle Corporation",1587645084348
java.version,sysinfo,,,"1.8.0_144",1587645084348
java.vm.info,sysinfo,,,"mixed mode",1587645084348
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1587645084348
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1587645084348
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1587645084348
java.vm.specification.version,sysinfo,,,"1.8",1587645084348
java.vm.vendor,sysinfo,,,"Oracle Corporation",1587645084348
java.vm.version,sysinfo,,,"25.144-b01",1587645084348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645089996
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1587645097866
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1587645097886
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1587645097889
started,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1587645097891
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1587645097892
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1587645097917
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1587645097919
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1587645097948
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1587645097966
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1587645097977
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1587645098006
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1587645098021
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1587645098022
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1587645098046
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1587645098056
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1587645098070
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1587645098073
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1587645098080
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1587645098097
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1587645098111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645108767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1587645108775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645109635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645209442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645211134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645214266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645225452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645236245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645237232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645239220
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1587645239301
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1587645239493
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1587645239497
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1587645239584
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1587645239585
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1587645239585
